macket_id,macket_size,fk_macket_to_formatType,macket_height,macket_width,macket_specific,macket_DATE,macketVARCHAR
218,37.2,3,1431.4,1117.3,K^M\[P_MTSBRCWRSXOKNJJFF\FJVFIZI_M,2/6/2009,
219,12.9,2,3228.2,804.2,CFB_ICSY\UYYOCAMFGDFVQ[IT[JAEUWJMV,2/7/2009,
220,39.1,1,2795.2,1478.1,AWF]^UVAFHKDVCUFYRROZDLTJN_\ANLPVY,2/8/2009,
221,34.6,3,3059.8,711.9,CZIPC[LIXSY]^CVVVUIPZU^KJBEVJSRRCN,2/9/2009,
222,38.9,3,943.4,707.3,HONW_OWGX[NL\\]Z]_WIRBZGAFBQZN]KQ\,2/10/2009,
223,34.6,2,803.4,1699.2,VWHPQUGPD]I]^ZSHBOWDRAJ[]HGIWVHGZ[,2/11/2009,
224,39.3,1,2182.7,3287.6,MJRMHUFDE_GIAQHD[\SNOGG[[TBTCIX_PW,2/12/2009,
225,5.7,5,3070.9,2403.8,G]E]IEYNMWKOSAHOXWKKFBDZ\AEZTWX_KU,2/13/2009,
226,8.9,2,1314.2,2247.7,[PFLCQIUW\WHHDLILO]YZHDTEMSYF^]VC_,2/14/2009,
227,30.9,5,1653.7,3932.7,FN]PCQGWJN^ZJEBNSJ^YO^ZPEFEZ]GZT\E,2/15/2009,
228,5.5,5,2694.8,3942.9,GVCCREHHBTOE\NRQVMC\WN\[QRUPCX\TOT,2/16/2009,
229,19.8,5,1585.9,1716.9,NPMOWYLFG_ZKSXKVEPZJAAKYTEILXVOZVR,2/17/2009,
230,40.6,2,3252.6,3433.5,EDVGE[RNJQ[]XD]XXYH[MZBYCCTOBAXNM^,2/18/2009,
231,15.6,2,2708.7,3686.8,IQHZ\NXZAZ\PAS\OUQ_BURLIHOAGVFHMHJ,2/19/2009,
232,6.1,4,783.8,2333.6,_XNAAEXRD]GPD_OQFOVPLFBMJZVMTJHSPK,2/20/2009,
233,33.7,5,2180.1,1137.8,YWYEFDBXCGZNE[BZXTRMJZX^DXIF[NTND\,2/21/2009,
234,26.3,2,3342.1,2579.7,G[RRKBMDGMHFHI_EJXSX^THBFEPABKRAZB,2/22/2009,
235,19.9,5,2716.6,3692.7,\SCK^N[QEP^JYPYUV[FBUQ]]_YU]XXLRHR,2/23/2009,
236,18.5,3,672.9,3763.9,[PCXPEO_NYCJPRKZCCLVKKKAPNC[_WDTRM,2/24/2009,
237,25.3,4,3213.4,590.1,UNPU]P_OMVPQD[]IKWVVUZWVOF^_WEM]\T,2/25/2009,
238,46.3,5,2386.6,3342.5,IDINTJ[[YAIW]Y]O\UW^ZUSKRWABIHMTPE,2/26/2009,
239,36.2,3,2399.8,2983.7,DA\FBGLF[\SF\^J[WO_TRRBYJZ[ZCXEIV_,2/27/2009,
240,43.7,1,3767.2,3639.5,\G_UBOCTEMJNTLZWO\LHBZAU_AGQLQOOYM,2/28/2009,
241,5.4,3,1336.3,2617.3,\[L]VFLNOKAFVXRBXB\N[JELKTVDOHCTP[,3/1/2009,
242,34.3,1,1500.2,938.2,_YQZJ_^[G_\TCTEUL^[T^ZB_RYXUUYG[K[,3/2/2009,
243,24.6,2,3166.5,3151.9,Q[HUWDWANFYCNUBVIXWSTFXDXBNSGAPQVJ,3/3/2009,
244,17.7,1,1635.9,3955.9,YXEYUFMDJ^EKWG^PUK]GQZT^TPRZTNWKSO,3/4/2009,
245,19.8,3,869.3,1741.3,E]AZKRHI]WLQ^MEM[\KTBXDHTIUIQVTB[P,3/5/2009,
246,35.3,3,1596.6,3271.6,KCHTQED[SPVZ\P__XYRQOGPSDJTFYXYJQC,3/6/2009,
247,21.3,3,3742.8,2729.2,HNTU^JVEA[ECUQI]OT^IUKCB\PMWHMEX_M,3/7/2009,
248,9.6,1,2553.5,1480.6,OEIXXIHHCA_MICYOHVLPCU_XYXWJGZWXZY,3/8/2009,
249,33.9,2,1606.7,3964.8,ICZYPGOENNQ\ADYAC_VMWSIY[IEJLMELPG,3/9/2009,
250,18.7,3,1954.2,3275.1,YK_K\T[JGJWX]NEXZDU\IWFPOKGEDDUEXB,3/10/2009,
251,6.2,3,3715.9,3841.5,BW^H_PK_YTQNFJHTDTRUE^EEKPZSNRCZAZ,3/11/2009,
252,14.2,4,3991.6,3288.4,XDST[K\UKJT[\IKN^RHOIU[EGVFWWKZWSK,3/12/2009,
253,34.2,3,3301.1,2991.2,_CQMJWZ_[MH^O_RHVWJZDKGVMXWUWLO\_R,3/13/2009,
254,10.2,3,2513.4,3309.1,UAFDLLAGLDXRZ^W]OX^O\VBMPEPALL_Q_F,3/14/2009,
255,36.1,2,2353.7,2100.6,SXUJE_MQJNT^IE]HTVXIAB\PN^IM]KSFUC,3/15/2009,
256,12.3,2,1941.7,1066.3,\FLRXW\HTYHNSHUABLKS[QE^[H[W\MREEE,3/16/2009,
257,42.5,1,1217.2,3799.9,QRGFQGCLLHQLL_LHYIHQZNSJ^]Q[XD\RKK,3/17/2009,
258,21.1,5,2663.7,2297.2,QPKKT_^TXWOLLVHPHU\CSBPGJQDGM[LS^K,3/18/2009,
259,35.9,2,3593.3,1109.6,X]VWSAWHS\_JSKDFPPJLVZJFU\JBU[BF_X,3/19/2009,
260,36.7,2,3666.5,3855.9,Y]^TCRZGQYRMPRDSCZXFLYAMAMORIM]JIL,3/20/2009,
261,42.7,4,907.2,2433.3,N_GOZJHGTZ[JRDN]N^]YE[VGOIMAQGSRBU,3/21/2009,
262,26.3,5,2022.6,771.1,JYJRR[WODUCI^DMS\DPUSPKKPB\DUVNPYF,3/22/2009,
263,20.8,4,3108.8,1963.7,KNROTHVOUTRLJGTKDVP^FUKGUFUC\GPIIZ,3/23/2009,
264,30.5,2,2735.2,3292.1,TXFMSLOYDSNK^MLR_R_\ZBDJ_\CFOUJQKH,3/24/2009,
265,6.9,3,2189.1,3025.7,J^YNLGLAWZ]_[INQWFXM]AAXUMXDADMWH^,3/25/2009,
266,40.7,3,1115.3,3109.3,]FNEDQV[\IEJ[XFYXJ^TMO[J\[]SFNTTU^,3/26/2009,
267,31.5,1,3851.3,3118.3,F]^TKCYJSGHIN[E^WYFSU]SAJEZDJLTUFZ,3/27/2009,
268,6.6,2,1405.8,3138.5,BLWUOEXSRW_RDNPBVKF[GWVZYJJ]SMJXAR,3/28/2009,
269,37.5,3,3328.3,1694.9,J]I_^\FWKOTVQJEGRMG\G]PHZUXDVZKBXB,3/29/2009,
270,33.3,5,1664.5,1170.3,S^TYECRT]D]LC\VVYYEXEGBG_NHXHJMKM_,3/30/2009,
271,22.9,3,2540.8,3534.3,P\B^M[J\[PBCZRP\K\NNTMY]X^U]CK\JEB,3/31/2009,
272,43.7,3,2258.4,2242.5,VTEJVJR\^[CT_DAKKLR\FOQIZGGJYPO^TU,4/1/2009,
273,9.6,1,2468.7,3247.3,[J[QBJ^NFMEW\HKV_NKM^[[SFYXUOO^CV^,4/2/2009,
274,20.7,4,1121.8,3587.5,ZDAGM^YEHEQCFNZWJMZB]JCPGCLP^QHR[E,4/3/2009,
275,31.5,2,2552.8,3726.7,B[QYBJOXUGXKEDFPZZLDQH_^HTTLXPP\Z],4/4/2009,
276,19.7,2,2438.1,1893.2,XK\NKGDYZE]CPVVG\CUTZNLTLIU]\BMNQR,4/5/2009,
277,22.7,3,3367.6,2730.9,^]]V_ZKFUCMUCISMQLZH\JEMBDKYDGBWMG,4/6/2009,
278,30.3,1,3087.2,2109.9,CKSJLYTSSF[JAMMXENIQ[EUJPG[WISNNPU,4/7/2009,
279,17.2,1,2037.3,3432.9,IW[^RVXZYGOXFKXBBBBA]RRVNVOK_\KPS_,4/8/2009,
280,14.2,4,3500.8,3342.9,\W^SSKR_OR\J]EP[X[GBRJJEMXXMTLXLAL,4/9/2009,
281,44.4,3,3310.7,643.3,IK]RWMM_X_LG]]EVO\JYLJ]BOEIERTNOKX,4/10/2009,
282,45.8,2,3149.4,3630.2,_GL[I[BDG\ATA[X_]VB_C^IFMFBLH]\FRT,4/11/2009,
283,36.5,5,1007.3,2427.2,EGIVUCDF\KSSDXQRUOAVYSB[JMXB^[ZBCW,4/12/2009,
284,6.5,1,3342.6,920.3,MIUV^]ISJSNCUEVOSDUGJLCXKQFXS[LFJJ,4/13/2009,
285,21.1,4,662.4,2385.3,VCS^OZQM\NQ]WTFAMXIPMKCHVNI[\\ZFWQ,4/14/2009,
286,13.5,5,3996.7,3488.3,IBDH]GYCEMG]FQ]NN[C[AFJX_AKQH^YB]U,4/15/2009,
287,20.7,1,2387.2,2285.5,IRPTB^OM]IIFF[CQWPDEXJ]AIBWN[XP_YH,4/16/2009,
288,14.7,2,2598.7,3504.4,RTR[W[CISRDCU^KPECJMZATDTBXXDVOP_Y,4/17/2009,
289,21.9,4,1421.2,1918.6,YL]XBBMQWPNR_XGMMLKXAFX^CSTHQWCOD[,4/18/2009,
290,39.5,1,1195.7,3695.4,TBFMFJPOWYTTJAOT[HXFYZHOR]SM_G[II\,4/19/2009,
291,29.5,3,3345.3,1956.8,FK_YCCJ[ECD\JJQR_RD]ZMIBNDHJCVHEDB,4/20/2009,
292,24.7,4,809.8,2383.5,[CLQTQRT[JRFSGULDBFCXSXSONQ^^V[TIP,4/21/2009,
293,45.3,4,3422.3,2638.5,IDQSCZ[_WYM[A]]QZENJPMQS_CHBKQEE[D,4/22/2009,
294,28.6,3,2465.3,1588.2,DHWM]TPHKF^BALPYBTS\GSY]]KZHNQNUXQ,4/23/2009,
295,20.4,3,3581.2,2241.2,]WGJJX\[JJ]_VF[APBR]\XW[CEGMOV_YVQ,4/24/2009,
296,10.9,5,883.8,1514.1,BT[TAQ\YMWS[LHX[_JHKR_^^HD^YXYCN[I,4/25/2009,
297,22.2,5,3447.4,3058.8,NRHPLKGMO]JSLD]VIUYUUHKWOFLXD][PCX,4/26/2009,
298,21.7,4,2136.5,1904.5,SIJHULFLOBIBZBL^Y^]D]\]BNF^[KDSZWZ,4/27/2009,
299,43.9,3,1877.8,3673.7,BIWYTVIUELLVXYWJQ\LBYYZE[JS[GZ^S^^,4/28/2009,
300,40.9,5,3467.5,1894.9,GK\AOYSZLZDYOGWBW_\EKELJNXBYVFPNF^,4/29/2009,
301,26.6,4,961.1,2912.8,CQLTWQ[[VUQ_VSND[WFSJ_NOZXACMCK[\[,4/30/2009,
302,39.7,4,3227.2,2612.7,UCWJOHIABG]SG\UTBB[T\PLG[HKHWOCSSU,5/1/2009,
303,47.7,2,972.8,3103.5,KASCNVORCSTLDT]YU_H]FA\T\TFXQP[]GA,5/2/2009,
304,31.6,4,3592.3,2623.5,HNIQDDIELYGSTRVOQI_[LBRVKTZISTR^DI,5/3/2009,
305,39.4,4,944.8,2842.1,N[_ESIGX\AK[EVV\Q]C^RPQYMVYUSJUUAK,5/4/2009,
306,23.7,1,588.5,2443.3,NMYFACSVP[CTPTLVQOADS[SLB[BSET[KFX,5/5/2009,
307,24.2,4,2091.4,2625.7,C[A^NKY^C\VA_RX_NBB^CG]JP]KSTNEG]O,5/6/2009,
308,37.4,2,3959.4,3946.1,ICMUHGLSHMJHWRDFXDHUHHNG\HTOVH^FES,5/7/2009,
309,18.9,5,2782.9,3967.8,_[]YKHXCZXQ]TD^OY^O\XEQDAE^BLV\BKA,5/8/2009,
310,26.6,1,3453.8,883.8,VTES[RX]^Z]]JW\SZPDEEMINDPJVP^CM[H,5/9/2009,
311,13.3,2,2124.6,3879.9,A^_XMGCYNKJLA[GKBPLJR]GGIZPRDCGM[A,5/10/2009,
312,43.1,3,1265.4,1204.7,PZURDR[ZN\YHRBXE\OXRJWJB^EZZFJXFGN,5/11/2009,
313,28.1,5,2294.9,2122.5,PXQ^EJZPOSTRXRGITBHLZCTWIRABOXPYBA,5/12/2009,
314,42.3,3,2478.2,2416.6,X\GFFOZ_W[_ZEMLYUUGKEOSCWOKL[PXVGV,5/13/2009,
315,18.6,2,584.5,2208.6,GOXU\LS_WM[JC\RVDJGWR[BWYHSFXEDQGZ,5/14/2009,
316,45.2,5,2306.3,3959.9,NIJ[GNZD]IVHEC[^GVLCJXL_]^CO^IQZG^,5/15/2009,
317,25.3,4,2847.9,3658.5,ZNROWUC]^MV_IYXIVQJ[RL^CLLA[IURSOM,5/16/2009,
318,46.8,2,1243.5,3965.5,YSMJQV]MKZMAKAP]VHAXQBSY^QBGY^L[I],5/17/2009,
319,12.9,5,1611.9,3683.9,QRISTCRBL^[FIENZ\W[]ID^HOWSHFOLLVP,5/18/2009,
320,35.1,1,3150.5,3380.3,QUWAXMZHQ\GOGWBH]]]PHRSOTYHTEIF[TH,5/19/2009,
321,14.5,2,2314.3,3658.6,OHUADW]EELMUOWBXXEPQSXDNJIJUIUYCHY,5/20/2009,
322,11.5,4,3675.9,3811.6,YECLUEXTFAWYFWVEQ_^M\I\RIAJK\]PAWT,5/21/2009,
323,6.2,4,2115.9,1566.1,QOBBCKOJ]TS\Q[KWRG^BPWKR^KCUAZWVKH,5/22/2009,
324,34.2,1,813.2,2743.5,HM^]M\\BYGHBUYVSDZBQG_US][FEBRMMB],5/23/2009,
325,19.8,5,3960.4,2531.9,[KBMV]U^UCNX_\SAQNLZD[P[VNCS]WIRMT,5/24/2009,
326,40.2,5,1820.3,2919.7,KSCNROIEGUPIYKP_EIWCJDXIZOFSJZQY\J,5/25/2009,
327,37.2,1,1124.8,936.9,LH_SYDDIV]CIQ^OOVZ[]IDV\VYBMWHQQTQ,5/26/2009,
328,7.3,5,2299.4,3910.3,NXVRFIJK\AHHFVBW[CUW_PGIYTC_I\D\HW,5/27/2009,
329,33.5,2,1887.7,2602.1,BZYMFNHRHBKBVZTVEEK_G\\\RHEXIPWKXK,5/28/2009,
330,28.8,5,1322.7,2003.1,VTCFD]E[BCKASOQQYF]RDLXN\WKYYWSH\B,5/29/2009,
331,37.6,5,3810.3,3301.8,HOGERHKWUC^FMXMMI_HXPFKL^YUBJTRPIL,5/30/2009,
332,25.7,5,1427.5,2494.7,B]VE_\P[XQ^[VY[WJIYHXIIRRE_DJ^GRVK,5/31/2009,
333,48.8,2,1620.1,2910.1,N[JTQ[BKHVYMRBGKTEPCU[_YHS\D\G[Z^J,6/1/2009,
334,27.4,3,601.7,590.5,VRTKQYWMXZG[ACNVL\]XKSJ\D_I^VQEUXP,6/2/2009,
335,14.2,5,2430.7,565.7,HPY]NEFVFUU\CWGSD^SPYDGQML_C\OGUBV,6/3/2009,
336,6.3,2,3468.4,1742.5,V_KCOQYOCJKFLTHTQYZ_ISTJPXLMN]GN_S,6/4/2009,
337,10.4,1,2391.4,626.4,F_CEWSDIBCHX\O\CMSDAUI_]XTIYIQD\IJ,6/5/2009,
338,42.7,1,3080.3,1641.7,YOWEJN\NXDIPJEBFHQTCVZX^TVXXTTGKCB,6/6/2009,
339,15.5,5,2294.7,3306.7,YOQ\TPB_OXVXQTP_\AWM^ST[QO[B_[JAHE,6/7/2009,
340,44.8,1,1178.9,3633.3,CNQTCYDLP]BWR]JWVEXLAFJD\\EV]QEG]O,6/8/2009,
341,44.2,3,2221.7,2788.8,DUR\IMXXNNWXD\MP[__FJD\HH^NP^HQY\P,6/9/2009,
342,7.3,1,1860.6,2601.9,AWLO[IUEAQOBJHNFRKPT\U_VMCXAVZB^[W,6/10/2009,
343,7.5,2,3552.9,3585.9,AQRWOKPKT\TZVXVENZMBZF_O[CS]FWRQ_U,6/11/2009,
344,46.5,2,3381.3,2099.7,CKFGETD]T^]X]EQKHWNCYQXCQVRYVXROZT,6/12/2009,
345,9.5,1,968.3,679.9,LFBARMGQKAW_GEF]HPFZNLZ^OSRRU[TSSI,6/13/2009,
346,24.1,4,3653.5,3707.3,K_OBOQLSHH^SJD[GNSQ[YPIPMCT[\Z\CSL,6/14/2009,
347,5.9,1,3224.4,1177.5,LZAFHH_DSEUXCPPIB^_CA[ZZLW^SQLZ_QY,6/15/2009,
348,17.4,1,2592.1,3076.4,PQODYQ^AZEDZQAEBKQI^FESTCO^V_MXDKC,6/16/2009,
349,44.6,4,2559.8,3353.3,GOPIBSXKZVSHXGBEJTMWDKR]HZGMGERRFW,6/17/2009,
350,22.2,1,3939.7,2952.4,UBHTGQIMDEECBMOSZCNSN\[KYMLUOP\RBJ,6/18/2009,
351,32.4,1,3345.4,804.7,R\G^ZW]EQK[VGIQEIVO_\HIGML_IDBAHN^,6/19/2009,
352,31.5,5,3869.1,3521.1,SVEIO^L_ENAAC^JVHUFVSXPMJQ[UHCUVGE,6/20/2009,
353,21.9,2,2125.2,2889.9,IXWGYWWA]]YOOYGKIR_\[[^LDN\^FH[WLH,6/21/2009,
354,27.9,4,3541.7,1602.2,UNEFHSE]IAZBL_QOIYMISDBXWZALWZHR^Z,6/22/2009,
355,13.6,5,1291.5,562.8,_WQMGKOSRXU[W_YLR^RVXLJKVITRPONTC[,6/23/2009,
356,20.9,4,2476.1,1744.4,BGM]TGIRIIK]_EUY\WD_OMAO]WB^ZRUGCC,6/24/2009,
357,30.1,3,3121.1,915.7,JBQTTRWNIZJEQFNWSDJS[IHJMCBG]_^^]_,6/25/2009,
358,20.3,5,1393.1,2687.9,SECPYKR[DIHU]F^B[R^CV^PFEGYB_RIAZD,6/26/2009,
359,22.1,5,3479.5,990.3,LYENNA[XOYPEQSN^OMXEU]TEYPVNPXX^EZ,6/27/2009,
360,21.7,3,2501.7,3361.4,FXR[_[CDGAYEQ]]_AT]UH^ZSJ_GIHVYVDI,6/28/2009,
361,19.6,5,638.2,742.6,F\HCLYM]RASVCGZPQBWLGYQNU]NYRTEGQ^,6/29/2009,
362,15.3,2,2968.6,1947.6,LKWTV_LKYLUOIDWGHSAAY\K]VABG_ORS_H,6/30/2009,
363,16.6,3,2316.5,1237.9,QDORONUPUKN\HFYFW\QDNEMINCHKOG_KCT,7/1/2009,
364,36.2,3,3955.1,3551.7,\]FFCNYMQKQ]^LC_DIYVABGJH^T]UPMBQ[,7/2/2009,
365,11.9,4,2395.6,565.7,C_KSNBCBRNZNMWL][_UPZRVUK__CBKI[YR,7/3/2009,
366,25.8,5,2954.1,2201.9,IWXCE\MEGTVOM\[WCKE]T\WJTGRIHRYJHA,7/4/2009,
367,23.9,4,3904.4,1803.4,WTMPJUSUHGMFCNEXEQM\HJJBDT[\IIR_JR,7/5/2009,
368,36.4,5,2627.7,3753.2,R^^^QXHQOLW[MP\^ILYEWJ^QXYIFQT]OVH,7/6/2009,
369,11.7,5,2260.3,1328.9,_\KD\QSLHX[BH[^CLNDL_MDHATSGBZPQOS,7/7/2009,
370,40.1,5,3115.9,1239.7,D]WTHONLJYTHQJKGABMKE[YVCU]UUAKHOY,7/8/2009,
371,7.3,2,3114.9,3470.1,]QFUUDNUQCA^]DRX_\LZPYSDJM_OMKJFSJ,7/9/2009,
372,8.4,4,1627.4,1736.4,H_IXI_\CT^ZDJJ\[NXT[TGLC[RSOGMVQRP,7/10/2009,
373,42.2,4,3982.1,2999.9,JZYVQORYBXRRR]MS]OKPKZMKUDCDX\[EZH,7/11/2009,
374,26.2,2,3003.9,1957.5,Z]GIF]P\^_GKOIWFQQ\PBWX\LMONOK_[VC,7/12/2009,
375,43.4,1,1642.6,2670.7,FQBZCP^IR[XEJYXLJLNJGV^_YFIQ[BSVKP,7/13/2009,
376,14.7,2,560.1,2083.9,LGBCDHQMEMPD[\MUATHDYGBTCLR[^MEX_F,7/14/2009,
377,10.4,4,1417.1,3808.8,KBUL]N_GEXOQBUO\O^PPRV_TZZVPQMD\DS,7/15/2009,
378,22.7,4,673.2,718.3,AA]DNTF_HYQF]QYSNFOL[O^]IUMSAYNYUK,7/16/2009,
379,21.6,3,1365.1,1168.6,Y\B^ENBGALPB[\XVEVC[WK_JY[MXAJMNF_,7/17/2009,
380,32.4,4,1743.8,3296.6,MBXNTXQT\TMHUFEFGSWI^T^JPKA]EM_Q\R,7/18/2009,
381,9.8,1,3071.1,1011.8,]VPFDTZNQZKTEJNPGCATY\^PWDCIG^W[\Y,7/19/2009,
382,19.7,1,3737.8,2172.3,CYX\YWHADOSCNXESTPKJWYGXVZTH]HCDMJ,7/20/2009,
383,13.9,1,1076.1,2143.1,CAXECIWE_]RKKZB]E[RSFSHUP__ZJLEDPA,7/21/2009,
384,16.5,1,2418.4,1924.6,WZXD_RSZGVTYL[L]QIMBRKUNISQ_QKGLYC,7/22/2009,
385,33.4,3,713.1,2814.9,MAS_GBQDIV^YBKWPRZSP\W]OBWYRBGNWIV,7/23/2009,
386,44.1,4,1253.2,3941.2,RKMAIRMX]M_WTTW_CRTKJLOPBNMHWN[QMQ,7/24/2009,
387,23.2,1,1084.3,3507.5,^HAVYKNZGGW\^QNUKO^C_HWMRKKGNVN[_Z,7/25/2009,
388,18.4,3,1172.7,996.7,XCAU\HHZ]D[AOQ[]EGPGIG^MD\TVZ^HSDU,7/26/2009,
389,6.1,3,981.6,2166.5,LBC]HCSWWQMHBRSSRCJTJBUK]^\UZSWD^E,7/27/2009,
390,37.8,1,3924.2,1160.3,CZFQ^BVLKPJP[_NBFJBSL]ENMKUICCD_BM,7/28/2009,
391,33.4,1,3198.6,3983.1,KNJ_QFQSOGZQ]IR]\V^\SL]H_LJJYT_DIW,7/29/2009,
392,48.3,5,3475.1,557.6,T_QC^HBKOJCEUCL[_DQEJSYPZCLJBY\FK\,7/30/2009,
393,9.2,1,2502.5,2469.3,TT_SEJS_PRLOUFBHYUBWLRPFEDBZFQNBFK,7/31/2009,
394,8.6,5,745.6,1925.3,]IBE\DQHXZYMDCCONYGHFB_\PQODLMUTLO,8/1/2009,
395,18.3,4,3807.3,1260.3,D^IHJSQ^MAYEHBSQRGKK^TDTC\\RTUYOF\,8/2/2009,
396,33.7,4,1877.4,2540.4,JA_IFJESUMW^E[VYOLDITWSBBAXKOYIWOH,8/3/2009,
397,38.6,4,2221.5,2608.2,RC_RV]\ERLSDOKKVUZ_W^XSMJBIJKOY^U^,8/4/2009,
398,19.4,3,1126.8,2859.3,HI\O[ZB^ZLLA^\VRESNPMJDXDY_XYS_SU\,8/5/2009,
399,29.2,5,1801.9,3462.4,NWXXB_AE\OL_CMES_HNSHLBYZ\[ONHTMND,8/6/2009,
400,15.8,1,3137.6,1228.1,NLCB[LSYQOTQUT^YJM]WZ[\RAOOV]TVGG\,8/7/2009,
401,34.1,1,1581.7,876.4,CYSIENCKPN__LATYMKDHJHWQT]UKVLX\[\,8/8/2009,
402,46.3,5,665.4,1480.7,MFX]LTO_VWKGEMAKIP_Z_VYCNETTDHWOH],8/9/2009,
403,42.1,1,1591.2,2870.7,RA_CKQQROFHYNOKMTP[FACLCCV\AKA\HG^,8/10/2009,
404,36.6,3,1550.5,1213.3,FC_NJ\TLLWIDOBGJDRPOHQUOYH^QMDKC_],8/11/2009,
405,12.9,4,1515.3,1519.3,Q]HLQWU^Z[M]\KH_]U\WFPNMNESRPH]ACT,8/12/2009,
406,5.9,4,686.4,2174.3,WBA^BAPZY_ZRJAKYAEFGYCIW]UDCBSNSSV,8/13/2009,
407,48.2,4,1931.5,2474.5,T^FNLUWQSFEZWNFGZ[IAWZ[C_WTJEURWHD,8/14/2009,
408,23.9,5,1568.5,2444.3,BLRWUAJWZ_FOLP\_OEU\BAJ[IL[YUU[N[D,8/15/2009,
409,43.2,1,2401.6,1913.8,UK^KSZGOFAPJXCM\EQAMEDNYERHOJLGNA],8/16/2009,
410,38.4,4,1842.3,2292.4,WVDRZSRLKKZPO]XHG_SKQSAFDCP^NCX]TZ,8/17/2009,
411,18.1,4,2199.6,3722.4,HIRHVSBCDQEU]KMG\AKX[DCCNWENU\NT_Z,8/18/2009,
412,9.4,1,1003.1,2714.6,_KWPMXRJTFG^ZXVNDJOLVMXKJFYS^_K^MU,8/19/2009,
413,37.6,5,3288.5,3621.6,QA_Q[KFDKKLHCNYAYSMTJ_ROREH\JTEG^X,8/20/2009,
414,9.8,2,1089.6,714.4,^TUO]NQXPSUHAUTFCYQM_TIRVE^F]UCQ[H,8/21/2009,
415,27.7,3,1106.3,3286.8,I\[GXK\JPRFMZZXE\AD]PDJ_ONGCL]SFXO,8/22/2009,
416,38.9,3,2454.2,775.2,CLASJ^_TLJ]WKEX[SFUCD]RNW[WCGJYJTH,8/23/2009,
417,24.3,1,3744.9,2892.2,ITTZ]L_HU[RCUSGECBNSVYVXDX]TXVSBFZ,8/24/2009,
418,16.3,2,3380.5,3902.5,CL[FLK^NS]GTPUSV^^WR[P\I]ETIOPF][S,8/25/2009,
419,12.3,5,823.1,909.1,EZSVZGAIGROWJQSPP]FTQD]_JZZ\EZ[JGO,8/26/2009,
420,8.9,3,1136.8,2817.1,[^_HG\DPGMRQFVIEXDUGGKSMKUGFDWTGNO,8/27/2009,
421,6.3,3,1703.3,1532.9,HSHFIBFKWF]HNARISVHGEZCZTJR[G[_]RU,8/28/2009,
422,38.4,2,977.3,3072.8,NVWNWZJYENTL_\NWAIQQZ[XBMTSQK^BBHU,8/29/2009,
423,15.9,4,3481.1,3846.2,QHWVJVKODHEWB]QW\JVXK]KLKSXHO^ZEYC,8/30/2009,
424,24.9,5,1700.9,2518.1,_HRYQX]BYLB[HPR]BRSYNAGQJVSJAQ[[UN,8/31/2009,
425,10.8,1,3706.3,3796.9,IZLFF_L_IVENVQNE^RQB\KAXYFKRVFUIBP,9/1/2009,
426,16.7,2,3008.5,1093.8,OOSRETBINZV^FTAGPUL\WNCKXU^KQI]YBO,9/2/2009,
427,24.1,3,1496.5,704.7,ECFYSPAE[X\[PNMBHLIYT_GDFZWAHJTGVV,9/3/2009,
428,23.3,5,1746.9,3751.9,J^WJKHO[DGOHZ\UFEBDMGT\WT\CE_CBKHH,9/4/2009,
429,27.1,2,3833.7,1917.5,\GDJYQMDOOTWWEUQT]VAXIMWRX[S_BTBJL,9/5/2009,
430,11.2,5,3723.4,865.8,KNO]KFLJ^^H\WAME^VBUSRGKRISL[IXCSV,9/6/2009,
431,35.4,2,3080.5,1451.1,\KKRRAQPZZR^QFZDTOXQ_LDTUHBRIC_DHX,9/7/2009,
432,9.1,5,2713.7,3897.1,MNHVBAAFFPCA]QP[ZSPC]MXHAXONZ\AABQ,9/8/2009,
433,35.6,4,2235.8,3408.3,^TBTVGKDIR^WBE[IXUGJEPYZJHPFVNGZ_P,9/9/2009,
434,37.1,2,3985.3,1595.4,ETBUM]L]_MABVFMBDRMAHD^LP]UGYLU_QZ,9/10/2009,
435,11.5,2,1882.3,1963.2,_ZFPZD_DRFPJTAKGGXOF^IUHOFFYRIBUUD,9/11/2009,
436,26.1,5,3761.7,884.3,K^JHTQLC\TDHD_MOKYSM[][IQJEORFQDW\,9/12/2009,
437,7.8,5,2538.7,1600.5,SYYEU^JW_ZAIZ\DGW\[DJIPV\_YFVVZCGJ,9/13/2009,
438,8.8,1,2286.1,2426.7,JI_^PW][FX[L\PXWHYJA\SFJXSK[B_[PQW,9/14/2009,
439,34.6,5,2877.1,3194.3,\ZLJESMSNJZVFJYF[PB\BSDFIAOZXO]DFQ,9/15/2009,
440,36.3,4,2876.4,3655.6,ZT\HP]E[B^H^YYHUNQPPGRIA^XGT\L_XTK,9/16/2009,
441,9.7,4,3322.6,869.1,UYDSXBT_AJMMSEPQJJOTS]]HZI\ZCPBEVB,9/17/2009,
442,34.4,4,2862.4,1748.2,YEALMUGOND\WJICGJRCPXCKK\WR^^BRF\^,9/18/2009,
443,22.2,1,824.7,2122.3,IPOQJPEH[\ZCU_]\VBLTTLW\TGTRKY\QCV,9/19/2009,
444,40.7,2,2866.2,2094.5,IELQAI^^QEQSMUU^UR[IRKUXLLXBY^BPNE,9/20/2009,
445,26.3,1,1981.1,1005.4,HW\MYYNNAVGD]QGN^_GTNDJCK]V]LZOREX,9/21/2009,
446,17.8,2,1979.8,3744.3,JLJKW]KCIBLLOFLFG_FZW_X^Y^OILATR^I,9/22/2009,
