service_id,service_name,service_desc,service_price,service_code,fk_service_paper,service_date,fk_service_fonts
92,YI1741,FTFHA\PYJEUMRBK]CMK_TTF]LVHGFN]ZKKCAQSOVP]X\YMZNJTM]UP\FNKILQQJMMFMAJZGWS\U\L^H]ENGVFKKLKIDPMPD_IZY\Q]OM\JKSXYN[WXWIP\\\BKVWFD,528,#2003756,416,9/17/2002,425
93,MK1140,SHHHGDX]MTEB[[RN_USH[CQQUPTD\MSTNYDKMW\URVWWP\RVNJGDY]TTOYLAIVPO_J]_BERQ\EIECFF[SQD][BBOWIXHXFFIUJSLRUE]]VUTKFV\HQSUEXEFKTQGW^,774,#2003757,1812,9/18/2002,169
94,VQ143,L[W\EHLMQGQ\EOAVIXXNFTOF[EPWRYX]JROZ]NFXOYJYF_BFDJQDTJ[WGXVBIKJ^FCYJ^BWAWC^_DW[M_LAYNEBVRQLZIGVLXBJT]RD^AVNZB^XVFUJA]GSFXJZTVZ,628,#2003758,2171,9/19/2002,812
95,\G808,LWXJ_G^[JIIHI]HTCJIQEOITEOBPIOUSLEJTPXDOKDKKSRCZOAZRKQERZZXYP[TAQFI^_PGUICU^GHKSQEZ[J\^TNTZGTGGWFN[BIFYR_BGYI_NUOIKILFOXBBKBTP,796,#2003759,3535,9/20/2002,2249
96,YN433,J_P[^ZO]ET\UNOJJWGAS\FJHZW[Q_WKS_JF]OMYUVDDC\XQZYSVLXT]_]SYSBFSDYWDE_PWC\CPWXH_AER]K]WOXUQP\UL]WJIIOUF[[KTLO\^HHVYPMZTLSSX\]RD,615,#2003760,3220,9/21/2002,3293
97,LV181,MMTJCI_LAHOD]IIEEFITUWOM]V\TETH_MCDP]BRTXSXTJ^HJMMUQSMRPDGQY_YWTDZXWPUO[]AMIDA[VYAQADTKWIUEN^FBXXLJIZWOOAJHMSIJG]BVL_GO_NKMCBK,325,#2003761,1221,9/22/2002,3367
98,FD1098,TSXDF^OMZ]I[DLZ^S__SQVVROGILSOCCZPBR^LXA^ZAMTTLRA[BQYCZXR^[TZMFWWFDLB^J\[O^SBLFCPXNHUVEHKZSQOIUBQYTATPZILWGJBXJC_RRY]Y_\IMSF[[,443,#2003762,3341,9/23/2002,2719
99,OG204,EDTPIOAOJ]]XROLJYOWK\SQQTMLTK]IGDFP_TWFXWNTRB]ZBILSYFFJW[DHY[KBCBK^\]D]JF^WG^TAHWUWQPYSXOTFLNM\W[SHVVDWSWIASHPPNYSQN^GSA]SN\TR,736,#2003763,1784,9/24/2002,3358
100,YO406,NUK\]NSPQ]]DXDEFIQ^YMJ[F]U[OBAI^TJJZN[BUVKFJHWHOJDDDRIMO^XNKE\A[IX]AFJFPJYK]PMA\YGZDSKC]_JH^VJ]^^Q\PM\M_CJVRTQDHF]^LDZCLKTJFFO,394,#2003764,2861,9/25/2002,179
101,DO1506,HPIKBQFXQJAVJ\_B_\B[REC[KRFBM[GQUIVFZBZN[R[ZYUALHEUFTBF\GHDGXY\ATO]RYSJO]C\CCSHN^KRUATLHQAN_\REPLX_ZOCKFRILAUADYVMV\DWUH^[Y[JA,963,#2003765,3758,9/26/2002,576
102,GF1916,HFPCS^QTJZVGOG[I]]PNEK[YVKKCYCI\ZF\SKCQSXBU[ZDTNKYRIO^CI_TUUJXBSCXM_VRQBSIU^LHLAGQEIFYLBJO\[WGD]C[\RJV_EQI\I\OEEJ^JFACJMC\UDUG,751,#2003766,667,9/27/2002,1739
103,LB607,NGGMPTL_]]FSJZQL_V^QYEOWVJWRTCMVYVZQLLVXE]OEC^I]ZADN\Y\CIAO\O^\LULNGASMUD\T^^UT\_TLYXGKNGEHFSUXDLVAURJMZJKZZWEW\BH]IE\JM[JM]NT,940,#2003767,3318,9/28/2002,1731
104,[[540,FIGXICKPYLEFB]XIRWD\\BPSSWWKR[BZY_GRQJMLIQE_KIM_IRHDIZLEGNAXGPTXZOBLTTK\FOMN_]EW[FLGTGSUYGLHNTWEF[F_FGDUGKTILL_]PKKYOUAKLDTQMG,661,#2003768,260,9/29/2002,695
105,JO663,M^DO]QPF_[TUIPKJU[SYLJAOZJNYBMKSYZEUTLZ^[F^DOHXH]AJC[F]FI_HNBGWGXPLUNOJQD^IUU_BFQTG\UVR_GDVC\OCOQ_ZZBPZC]YMVC_L\\KU]JNYL^Z\]NB,738,#2003769,1659,9/30/2002,1867
106,VN1690,GMNOIDF_OFY_YSQFU\SYGFC_]O[PTHEEKRRLQKVSAL[MMTRFSBW]X^QG]MPEKVS[PXDPFZOUMZYYAIAO\IGDOYL^XLXNCFV\VAPBCFSYJZN[GNRHT^QKYL[VO[]HQD,514,#2003770,2834,10/1/2002,36
107,TT1513,VKT^OMMOA]ZZKH]WBUMFPBDJYIPGH[[\WYJQABXWHU]SAWZKRKN\ZWUELWONBYOP\AOSQ[^LURBOUGQDYD_\AVY[USRMHDDTGGOWWYH\GAJYCHYD^X\WAICPBLSSYE,921,#2003771,3506,10/2/2002,2507
108,OJ17,XVRGNNCYBYARC]H\V][FDXU]ZDGZV[_JWQDJ_XVYPWZCXS^CCPNODANHWBZQ]GA[YY^Z^]MBNOKHI_G^PYBNSYW\F\_KFKXZCJJQ]GYWEDI[UYTOYKISOR[JCZMOTH,662,#2003772,2161,10/3/2002,3856
109,^D315,NLTQNDWQZPRGTZK[QQFUFDB[GBXVEFDF\MQ_SW]]YMPS]MO^JREH]JBXXQUQMP_FOQWY^SSLE_XAMM[VUUHNTRYINXZ^XYYO_GH]S[AP\IL_MPEPZ\RQESMMFVORJZ,650,#2003773,2268,10/4/2002,1956
110,FO322,MZ_OR[]HZK^G_IYSURXXE]IIJ]F[KYLBYWOC[NFCPSCHW^XBINQVRF]I^QVZDVBLQONIW\ZI[Y^WMDLCEJHKEKWY_LY\JYJJAGFD]JX^CZZUBZCTKVHJWNYTTJFBCM,581,#2003774,375,10/5/2002,3483
111,WS84,_IULI[Z\H][UXAS[RQCW_WL^ET[GDFYAXDWS\ODUZWPGJCBWJGKQEHBDFQ^J_TTP\QPEKXX]RV\IKUZOMZXOPARTLCRQB]MH\XGBNUOKYIUCOLKRXXONZIE^ZZTELP,864,#2003775,2911,10/6/2002,3002
112,J[1359,GFP[ALAQCCDUSWMMVZCONXSMX\SMA[MU\ZKNW]EKMFJKSWCVTWUQLZUGPJNBHP_OUKLXF\BXHY^NSCSYRXZCXWAKGFUZ^I[K_]YY\[EOVIJ_G[ZTCBVAC\NAL^MOZE,507,#2003776,2188,10/7/2002,3347
113,FO856,GSDIJSZYQYTPWGNFSQXW]O_LXPR_XDQVW][IQ]BEPMCLKCXPZ_M^XQUG\NID[^VVBPWWNXMADFIYVUMXWMCS]YX_UKU_EKK\IU_PEL_ZLPTY_RNMYSL^LKKRD^]K[^,495,#2003777,2698,10/8/2002,3304
114,TI838,_Q_Y^N_QVQPXTKJMUASVGHF[LXSDIBGOIRI^CG]FHPMMHZVZPBIVUQXSESNV]P__OVKI\FJPXC_C[OPMVG^\IVFJALBQF]IBDWGJTLJQMFPFCOFGOAALENZKAQYU^J,558,#2003778,3058,10/9/2002,690
115,XT1766,I[TMQFCGEUSQVYAAKRMIVE_XS]LLGIYTSCHBRZTXJOYLKRCXRWEJQFJHH]ARNBF_PDFRIRGEOYVEM_JPZ\[ZWVMF^OROJO]CS\RRAUZ_P[ZGJP^NFHAPYTOVBRPDAW,445,#2003779,2139,10/10/2002,679
116,GI1475,UVUN]VTTTEWZDNJ_\IDXNRNKAH[PEML_L_CZMWWAVKKRCQYOLDKEIDIXXIZ[M]LXFXDD_K]R[JCZE_JTV]SHQNRTN\ZRT^VJ^DCHPYMOZQZKQJXIINKRKLJCDH_^DB,560,#2003780,1550,10/11/2002,2047
117,[_830,Z\HZXQMTZSCJ]II^YMVDX]FKB\ISDUEOPDGV[YQOXKZVTD[YFD]\CHZVI_MUZ[F[T^ZNSD^TEVMW\JXKVPOUE^PNH_NKMP\J\XJAOEY\RHKH]UGK^ZBTIHZ^T^BOSL,440,#2003781,1736,10/12/2002,579
118,NM22,HUX][UEYULIL]_EN_\UECUBFHC[[^UEXQ_SCE^JURTL]U_NP]H]]DMBORLCI\IEA]FMIBGHHDQRNII^R[LOE]JULUPCNMHV\\XIZRPTTFACRMLV[TEPGXHU_GQHHZV,835,#2003782,241,10/13/2002,2315
119,XF948,GMRLYU[GR^VWLVB^LUSAVFHHN\AVRLQ^B]BE^Z\WTXKETMFQDGSFLY[WYFL]PSF^DV]\RDKNONLUNRU^OW_QN]C[[ODH]FG_AHSJ[^ZQFEXYHIFVDJXPBGWL_RCDSL,837,#2003783,2980,10/14/2002,2564
120,T\434,NKZEPATWJUBC\RRJTJSFT\QBOGLPYPZRNZWUBOSNRLISTGFEHC^S^AMKMZ_IFSTZJSWIT[IFR\PZQWUWMYXMBUMVTNEYUXBTJVCP\YMDSLIJREGQWAPDM^ZOQ_QYYD,525,#2003784,1399,10/15/2002,1025
121,IF915,KHOTGIBQINXFYRKVT^JGOVOGIWNKJHMKIXFDBOPSKOPFAVUGCLQXXPJIODBH_TMEBFKPR^NIO\XPDMVTZYD]CXPEBYSNHZDY[HRITSYOYYOXBOBLVOJNKOTYQJCZV_,380,#2003785,2693,10/16/2002,3094
122,IW1239,CN]TPQT^Y_NGN\AOLPKQOOEDDN_ZHHL_YY\VINBEPYNVIKY]FRCJEIQO\YSOLV]DOEOE^RC]ALIVNXXS\SC_UXA\YXP]BKAIUHOJMELOYF\\ZMM\IHYH]RIGS[]CHM,402,#2003786,2901,10/17/2002,2165
123,GB1120,VR^M^NUTWRYYO[XIXBAQAOQHU_SQF_NFIA^SFFCAPX_[EDBCPUH[IXKTEGL_PPXQOOMQ\PX]GBN]FSLPNW\]JT[BRPFGRRN]M^G\U^OAYI[TDWWX^PMYG_P^GONKCA,617,#2003787,1095,10/18/2002,976
124,VS341,DCJV[QFAHALUJ]MTU[AV]IH\FRK]PVRCPDPAMJUBPEB[MFWA^X\M\SP[IYQR^AYWXQ^L_CMHSSXSDSS_LLRRBGRWQHSUJCPKCTNIMCKCEPXZZAJW^[ADKYLH^^B^ED,847,#2003788,1537,10/19/2002,1484
125,SO1620,IHOGHJB]AC]YH_PMLEUDQ\B^YLWDPUEIUQHFDRMAZEKATT]TUDQH]NKGANT_JM^OC_[XYOJB_PYNAWJK[MBM^KKYWOMA_DCUK]^DH[QOTAGEIGAQOV\FNZOVQVKGB[,964,#2003789,134,10/20/2002,3298
126,U_506,JG[YQUUFRLDXR[LH\XVRAB[FHOESRBO]WIZL_PECRO^TJX_U]FLTDGT\LK^IRGPVLBFGCTJYFQHKTSJGDIXGDLJDTBYFTJ_VM^CMWYKFRMPGAGMJAAEALOAZGLXV[\,362,#2003790,2494,10/21/2002,3722
127,_P1885,IKLLSIFIRFBTZ\\IJP\SCHYDZ\VZDQSTQJKQ\YPLAXG^[[YMWPKFFIVJH[GLW[M\]ZIURPSRY_PJKEDMXP]PQPA_LMUBZBCCVE^_TMTKSPDL]ULZGEXOITGNNQVXDU,820,#2003791,3460,10/22/2002,983
128,CY1274,^_TWZEPYDN]DVVQV_HKAULSFEGFLMSBXPT^UALYBWMQNSLP]]RDIWH\ZOA^PBCV]PQ_LHHPGFWZAS\M[JYZV^HMYNX\UAAI_Q^WKH]\H[S^CLTGBFXAC_BLSCPIF]X,971,#2003792,91,10/23/2002,3102
129,QU1287,IVLHFOEFICXLWLRALBIDOLEYS_CHDOHT]GYR]TUHP[ZNIZPJAYGWALT\ABVMRKBJ]HKEOHBYSPHD\MAOJMHG[_\]KXGYPROTCNOED\V\BV\[]NYSEJBE_A]WA^SGCG,612,#2003793,3072,10/24/2002,3090
130,^Q1462,MEVPIDEPOCFPFMMWITCCEWQHCMDXP]LCI\QMVYFUUXJDU^ORYROSFQPU]XMHK_IAVGCNAAN[MWZ\V^PRMM]MLYFISE[RYGSPCPQ[RKS_YGWRR]CTYQUPVCT]^R[WBO,911,#2003794,2527,10/25/2002,3973
131,IU554,\NG\ZLUOIGXBM\U^J]IA[XZISJ\PGDNOBPT[FDU^]JQAAPCXYDWZ^REPYBOTLOIJAPDI[NVRSR]GGPBS_\GWXOKT^WQELDOTFPQLOWEL[OBNNAZDVM_KNZUYRVZX\R,948,#2003795,3699,10/26/2002,386
132,BI1734,AOQE\ZPC\M]ARQYHVNXK\NBXPWTUFZFB]PJMIJRSGNQXSQXXZDYIGAHPFHLPZGTEEXXNGGFMN\[YOPPEFP\]_\VDYZPJWZZAT]^JQ^LBI[[UECRP_XNDDZ]DVFVGD],355,#2003796,2335,10/27/2002,888
133,LV1295,QSQMDDFYLR\]Y\DY[[GRR^ACZIJ[TXS[[KDB[]]LTW^IRGLM]VVQ^MOSKTSGQXGRL[^E^GG]DJIV[RIW\LTR__EKJSXBKWU\IGXKSMZSMJWE[\\TPK\Q[YLMNHZDIU,641,#2003797,3238,10/28/2002,3296
134,LW1306,DAL]QE_K\VWNBR^^LZKKFTYMKFI\W[B[KI[SY]VIOXLQUCVSRX^Z]D^KPQAV_^M^GM[UOPXUISYRNHF\EVJC\DUZD\ZBFX]FBZIQG[KPALAMGWHBGZSDKHP[_ERCB_,782,#2003798,1039,10/29/2002,1719
135,II218,IRWJUI_PFO_LIJ_[\ZJMI^TAORQJCPOR[E_DIXU_RFJ_ZNTV_S^DKVMVSE[LHQEX^XDLCLCLHQMAHGRB[GEMXJZEQ_XQCXLPR_OSO^_GTCIZMCTSSODQY^Q]HGGZTH,562,#2003799,3433,10/30/2002,3936
136,TE1532,]SPG[VKGUA]DOE^VOEHHYGSQ]MQ^I[G[R]F\M\CNJNF]\D_\TXEEHCJ[Q^BBILNOE\TB_NPXJA\GAIEKMOF[IAYSY[NIQHTA^KEK^N^AHVWHVS]L_KZFQFJWB\KVDV,819,#2003800,3476,10/31/2002,1884
137,JA1840,NPF^]VWSO\]R]SZ_GYORUZSZUZD^OY^UE[OQR_[^X^I[UU^I\ONBG_DBQSMTYXSOBUV_HUUBCH\BS\AHOFBKHQGSU[I\ZFDQZHCPCDJ\JTWAVMATPIMMXGZ]DNQATV,466,#2003801,1676,11/1/2002,368
138,TU59,]^N_YK^N^FR^]ILGGDLAASMADCUNM[LN]C_MRIMZ^TS[HSJ_URCO^XXCFFA[M^R_Z_TA\OCDJT^YEKA_L[TNT]ICFB^_MKWPIJJ]XSSP[BVITOESPDVRZCU]]O\NQX,687,#2003802,3286,11/2/2002,1742
139,QG913,QSMIEJFCYKW^LIIJQVPGYMVORB]ZIKBABECIKABZHWBN]WOFL]I_LOWMJL_HIA^[PX\PM[PDPMTPZZVTTDFKP\G]EMO]UE_DOY[DDOWKYMTEGW\OERUWB_EJD]]IVR,545,#2003803,2129,11/3/2002,2455
140,LE1157,KQ^ORHAX[QZ^LQEH[ULV_XA^ES\^^SMHWXE[B__[OB\^GUQGBQN[H[SYQIM_JFYN[XJRBGA\K^XAHHEAVTCI^NZONQAGPOZ]J\_UII_FS^DWERCY\CAGLQ^F\_[V\I,760,#2003804,2859,11/4/2002,1268
141,QC662,^TADH^J\ORRZDQH^ESGEIZBSLOR[JWWQ][\SUOJPQAMDUFUOR[OQXR_C]TP\TC[RFSB\XUSISONZCBHBQKGIFYJWM[U\FHQFZRZNLCUFLIJFYNX[ODPK\OLBQOLV[G,647,#2003805,901,11/5/2002,684
142,]_573,QGTKGFSVH^RU[FLUS^NJACKFRRGC\M]MJUQENPSDJI[RSGXLRSCG[OZKDMERJUH[YKJ\\[HXAG[HVWMPCMAKRUHVK]EUYOE_CMN[TD]Z^BNIS\V\E[_[CZHJBWODLU,622,#2003806,3705,11/6/2002,3205
143,PI184,[JX^E_HT]JIF]XMTHPY[T[GFK]XJN]KCDNWNRGART^_NZ_TPN\SUYAMBM]YICNZ[ZLSFONZJX^BVIJEWFSKCWRQJDPVYLVY[P__AX\DV[CMZ\UBT^_RWFRMTVMQBBA,533,#2003807,2096,11/7/2002,6
144,[]587,\_NUOUOQE^ZCORHG^^[BEVVUT\XY_X_PVKQRZ_[S_HEMAPHWSMSXSHDRUCA_^OWH[JG]DVJ]XGRE^GN^LMNKAO_SXPKY]C[FSQJYJBLXJMGZ[UEHHEYNL[YAXF\AFU,340,#2003808,1797,11/8/2002,1872
145,_W1911,BUEFTGGMLNDNAR\[T^AOHAYPTPLPN_WRYTDRZBTWHBYXZCWUBKK_^_GFBO]RRT]KVJVPBKKJ]EKSQHRZZUEJ[TQDYHOEFEFPNAI[_UJKRFVVPCEBER]_GE\GRNBXHJ,908,#2003809,1879,11/9/2002,2216
146,IS749,BJ^GM\YNC]OWGXCPXM\_JOJYQ]UT\JHLMV\NDAY\]_DNLLJY[T\[\NSCPMDYZXKXR[H_DNA[DZJ[MG[EPAMVVTBQXIFDX_^JQ[BWPZTDUPNHALTSPJLW^]NXOHC[XZ,539,#2003810,1676,11/10/2002,2151
147,SZ1467,GWRVTNOZQ]]LKFISRBKPJZWQBRXV_Q[XARJPAIWJ\KO_PJ_JBYWBLXCDYKLGHSE\_S^PSCPM\G[EFUIHKOE\\MO_X\BMFUGN^^W[PQYWDJEVDMZ\OEYSCJJUVDQWFR,919,#2003811,3819,11/11/2002,3605
148,AS1931,KETGEMT[UHYDP[_U]FSXN^CLOQU^VVLO[AH\]]GFULVWEGVABOD[I[V^YQYDEHNNYFCMTOOBKZFPA]LEOXFQFPZVRGBVDVZNLJJRGSNQQ^^PDFSSSLHPDMAKDPTL\X,979,#2003812,666,11/12/2002,1275
149,[^1784,SCLWLUJLQFPXR]NYVZPWQTXBSHIRI[D_MDSF_QKGXZU]XURKHSGXOKBSM^^LM_BQJXAEUZSGSC^DXSOVKOOCOJKX]JRP\RT_B\GMAW^XLLC_NJGCB\MOQLGBVBIPBY,808,#2003813,2548,11/13/2002,2503
150,OL1650,YOIICJLPLA\[TYEYIEDG_THSWUVUXPLZENYL_TJLBKIDP_UJPNDTU_TM[IEA[LHF\\WXSJE^OPPYRDO__]OEPMWWWVX_PUQWUQRJN_EFBZIH\DBIFVDO[[HSHHEUUM,691,#2003814,554,11/14/2002,2482
151,ML826,Y^BAXAQE]]PLMYH_QDE_JJHGSLMGLKJRNO[KCGEH\IRPSXUPYJXKEJ]VNRCIZQNCEGT\]JWRCICKZNLSXGWPUNEN^RCIYZ^ZN_QAXVJFFYGEVFIGCYERSP]GSADJ]H,877,#2003815,1835,11/15/2002,256
152,IN653,\IRZJYVWFANMUKEZKIF[G^IQVHY_YCC\RJ[GZRTRTUIOXOBTLYCFP]NHAPYJWLV\]UAVMRDFARTUPCSZQG[WDAFSVCR\ZG[TZRC[LWRDWHDVTOJZCA\K\ZJDADEKX^,456,#2003816,3147,11/16/2002,3833
153,XW1327,ITNECP]R[^Q_VJMXTIQ\CM]_IDY_FC_IMG\R^OIFTWJRAQHIAKALOOYWN\\URLVCSTRMIEHSTCY\_UXK\SHOBXIXMXQY\QNV\WAEGIMQGTNM[PVRRGZVKTIIBHD_VC,817,#2003817,246,11/17/2002,3179
154,LQ139,[HBAFGFZDBKPHQ]DEWLU\TQIZVDN\LS\TRTGOOAV__\DXET\H[CKN_W[KYVCRYRHV_JBVWGB][RWWZGKTOUO[[XTWBNGDEW\C_JCJGJPJ[XHH]LFXK]RAMMDGXG]QA,525,#2003818,3707,11/18/2002,3898
155,CA563,[TIVA[LKCBMXFIC[XGGTSNBWE\K]TC_SQS^EZHQ_GDIJNOJLSRZQTBE]DYNJX\ZIQKPJ]]FPDKKCVXYK^^Y^Y]PBENAR\B_OVWCB]G_VR[RWUV^[JQRAKVX_WL\_C],437,#2003819,50,11/19/2002,2890
156,FC868,OJCHRQTP[FWKZFNVUMIYET\EDI^CAYCMIX]HQTTTNZWXQJZXLQQNUSFUANKKUJBXTQA[MYFTOWEO[FYHX_[TVWFUQ_DFPOFAZR[VZEAONYQUCLVAN[S]OHFYGWQGYH,801,#2003820,586,11/20/2002,1709
157,CJ864,KMGLUSPHU\GHGIC_EISMQZUFLSJKWCRA\YROCMDCSN]^ZS]Z_QOLOX[TVHDXVD^IH^BHMFK\NKMPXEVXPHXTR^NQ]FK[TLIF]^DOQUDZL_[QTACVUFFD^MZABSKYYF,943,#2003821,1086,11/21/2002,1693
158,PV1883,N]R\FYUYNHV^KLYRICZQHNYIKKTHWAEVHOZHS_NUJ^VZXHYV__U]TZO^^^ZOGS]PHXBLZQI]NTUCOLMAIWLXYCMREWT]MSNQO]\KDHQFJJQCXJGZEYBTCYGHTF]DFM,733,#2003822,3959,11/22/2002,999
159,QO1550,RHUFIPW]EHO_RTS^NKIO_E^YQJQQMXYPXABIKQ\PCEYFXHGAR\ZYO^Z[GYWLJVQYYH_JEHQEA[QXLZ]]JABRUDG_ELS_SSA^NNMR\QU^]CZ_MHQLHCAOISXVWJXC^L,356,#2003823,2914,11/23/2002,517
160,ZD1104,_SFRQMQRBXOHODJKZ\QTP]QULXVUJRNW\OLSJSI]TZFT_XJKEH^^^EQWX[QAQOUHGOBMEBC\\^KLQ[]H[XNVD_AOT]_AX\BJO[UBTEJUPQRONZ\AMT\DGI\MHYAD]W,594,#2003824,2267,11/24/2002,3781
161,TZ484,BLTMJJZDTTUJNFUEI\]CKYLBRMQQHJPOUYB^\\\K_ZDLGBV\XMBXIFI]H\F^^TN\[JXWO^YUDPS[ITT^IX\BWUKK^VUFKHRTB]ZHZFHUYHTHSKGVT]YNQK^HZG\IMO,625,#2003825,2697,11/25/2002,3390
162,MJ1280,\ZYDNXSDRBLXOKXXWO]UT\XV[KDLC\[MTLVRS\MBTZJIAI\JPOWRLINJLAU\AYTD[_LBEC\EL^ENBKOP\H_LZJXIJNJFL\DSEHMHYXGG^VSRYQNUJSQXGXQEMFP^T],705,#2003826,2876,11/26/2002,1096
163,WJ960,YQKR^\]F[CTBZI[BCQMV_WXZA_QCMI\SJUJDZK_SACGNWCEBFAUBKMHAQOWBPCRLAUWS\EQHQ_IO_C\XIKKHY_R]]UPGKK[XCE^FCYYPEZK\ZVMSQ^WEA[POXSKDBT,594,#2003827,755,11/27/2002,3998
164,NI612,VEHX^MOGVB]I^ULKQRKSKSVVTVYAFLDDWQAUF_BWH[YSG^^ZQOP]YOGK^]PZ[EEYWE][LJ]GSXSHKCZNKRF\XHFEOPNLKCOBJIOFQNK[VNXTRTQNE^MGBLWLBJOK_],915,#2003828,369,11/28/2002,2007
165,AS1168,GWZYNUF[V^QCRRIDCVEZY\BJJDNY]IYBBVJVCEZS]QDOVMADS_EIFW\ZDWHZNEHDZOPQEO\XZPOVJWDXCRSLBQ^AFMN\QRMBYH]]PR]\\GYSXUYIVBVPAV]JB[C^]R,347,#2003829,2419,11/29/2002,1794
166,FK490,^ZXL^EWVJRIAIFMOTZLKM^^BSER\EFRCENYF[_AZV^GHNNP_TBFQERFKVZE]JGS_S^FQWUQCPMEIBLVJV]T[DE][F^RL[O_PM_\J^KC_P]]^O_QOEA[TICL\KBGNNI,355,#2003830,636,11/30/2002,3436
167,TH305,L_]YH[YYFEW^QVMRLWP\DBBQTGKGY]B[DIELXLVSQYTN\NLH^_C\DP\QGJCBEMG\L^]S]KZ]QBXABJ\^]WHNBMC\PGDEVYT]K^PMO_MCRXES]PZPNRRLJY]BQZPZPV,415,#2003831,2730,12/1/2002,3280
168,SF761,KWP]ODBRQE[QJRXK_BAX\_HHKVEP]\KZUVP_HRLAUON[[TJNETUAJ_N_PC]SIQOE_EKFXGQ^Z^NVKR_IB\EHFWQS]DVEBADPTUJKSNU_FNRTSDYFITHGUQ\O[LZR_T,620,#2003832,287,12/2/2002,2736
169,_H1249,^EF\KAQA^I]P\HC^JXYHGK[UKZOCYGFLDVAYDCA\WMOUYGVBTQ\_Y\SFFEHN^AI^\GCNWGCZPGTWTVFB[NDQCR[[S^SYPNPHYQMGIEEBLDJ[IA_QXJFVW\\JRCM\XV,812,#2003833,1418,12/3/2002,1021
170,SN974,RVUSPRX[XBNB[_P]WVIXRCSUG^LOILQLKSS_Z_ML]E[PTIWKUEX_AH^WTUSNMGPOSNWR_JIYZBMWCQF_KTOKYDQJ\BKDELYQHABB\LWXBFLK[DOOSTJX^_F^ZHVCHX,467,#2003834,1080,12/4/2002,1602
171,OF1808,C]R[GOAA\GHPXVSNAAQJUPLJTPXLDSPDSXT[PCBI[UNIM[PLUVTWXYKUT_]OXLNYOPFPATWLRRJDAHK\AUKVEFXNWULQP]M[_DDEMMGI[EZJVV\F[WKBIEQAXRYQYW,793,#2003835,1754,12/5/2002,3029
172,AK312,ZFKMCD]QMTF^NXKJQWN\\TNCN[ANVV]UPHMHXJTS]SF^\GD\GEW[ZVMEMJWNKFJTOQJZUYSSKU^JFDYOLAI[AMV_QSM^BAN[O[FP^REZXD^FMJQHYRTEY]SXKVXBN[,669,#2003836,1989,12/6/2002,3220
173,MV102,D\]SBMOADUEBORJPQHLYBZV\MTUWIFE_\U^]TMO]NUWECJHUCJJCL_O[UYBXQ]FP]\_KDYQSYSTQWEH_XQCXCJKHMWQP^_Y]S^MOSXNVE^EQ^_XEWP]CIFSC_XISYV,552,#2003837,2999,12/7/2002,1908
174,^P333,TJEGS]DZCYNMECISV\IT_RXDDOIA[OTFMBTQ_GEJKTGUPGIKPREHXCXHKNEGOBFOWTTWARNY]BODBLL_PEPDWHW^B[II[OQA_AVU_N[MRB[WJWJQYKXNA^VAML^AEU,997,#2003838,1168,12/8/2002,2351
175,BL1771,B[[YOEG[MKCHB]ZPYO]SOU\J]WDGFAU\[XNEKRQILP]TYIBLIOIIECUET[TEF_OUYJQZKIMYNIXEHXAT\ZPDCMLGXJBXPN_M\CX_NWUBU]EN_EH^O[YK[OLVHTXPNQ,781,#2003839,1703,12/9/2002,2097
176,[Y539,PLZ]PCCWWRHSXURVF\PMSQFOMDRWSOWRD]MH_]LFTOPEHPVQWM^WTB[\D[AKJNRFOMKDA\M\SJ]R\]\BNFGIHBQRW_AMSTYXB^T[WW[YTIUBU_[QBYSDETQT[WCA]^,793,#2003840,1376,12/10/2002,3163
177,_\1628,_E\HGJHIX_I[QDCEAXXMPLDLK\MAFSLLTLUFMHBYDX[ZRMJUM^W_Z[UYEFLL^\TV_MZMBILAQK^_O\QMCNXFTFOCGGOMGUYRQAXTUIFUAI]DS]RRPOHEZA]URAG^V],1000,#2003841,3445,12/11/2002,1867
178,H^272,UN\KQYW]QWUNAE\NCM_FGUNEVL[UACGWJIMDKDLLBNXHASKJ^REUHVPMXEOUK[[PFDNBJNOPH\F]MH\\YO\UTUFIQGZWMMPITMJSKOPUOSYCXE^PO\R]LTGL_[VKUR,332,#2003842,1047,12/12/2002,3901
179,CW1990,_IWQN^RAEXA]\GK[X_]HKVVTPCIO[]PIVESE\_QDGNCFESKHPYZLMTMFPXVHCI_GWIGOAK\WWTQKSGCF\PKXLO\EIP_K[TQT_NNME_Y^H[^KGSB]OQCQELCSC]BT^A,419,#2003843,2304,12/13/2002,1277
180,[K666,TGOWF[BBNCJAU\YAPLCGHYGFZEELNUQRJLJ_BFZNDC[AHWQUJGYGBO]GPZTX[D\D]B\]VMUJGLF]\MJHZMSDZ_NA_CKKCD\ZEMMCNI]_[H\[FDVRZZ_REDQHAKOAJX,381,#2003844,2512,12/14/2002,2347
181,SY1059,QU^P^_WAKKKGBCXNYLKCVR_\FWCWGXUOVM\AYUZTOADO\]KEG\[[RKBN]YQWBFGCHUNWQMXFFQCZJBBFGCD[KKWSH[LNFRXAWAIF_CUZLKSNZ[BQL^VEQVG[WZEGEP,539,#2003845,2713,12/15/2002,1454
182,LU1753,QVUAOC^[PIJMSCFTZBPMMY[\WSRH[\TANPIGWLAT_Q]B\H]KMEWQMWWT]NNPGJJQSYXXA^GXBDVIEQFUXKJOPFUCKISEFXSB[QB[XJGX\]ZHLVPUANROW[WFSHQJBS,520,#2003846,753,12/16/2002,2504
